chain,address,tx_total,avg_tx_per_day,avg_tx_per_block,max_tx_per_block,min_tx_per_block,std_tx_amount,tx_between_00_04,num_unique_counterparties,same_day_deposit_withdraw,most_common_amount
ETH,0xa8c5013e00f9736a9c5f8ae43caf1dd37f092194,4,1.33,1.0,1,1,0.134951,0.0,4,0,0.27
ETH,0x2eb27ab1571d4d92947a057ac53292d672047a99,9,9.0,1.0,1,1,0.330884,0.0,4,1,0.221
ETH,0xd162a9af013044a66e6d2f38f86e941fce01e0a1,12,2.4,1.0909,2,1,0.71898,0.0,12,1,0.5
ETH,0x36bfcf936948cf03c9a8726f7da20c36ee74fc9b,12,1.5,1.0,1,1,0.489733,0.0,8,0,0.1
ETH,0x461661a513b7d83292cf5652b81c989fc41a59cf,6,3.0,1.0,1,1,0.281371,0.0,4,1,0.221
ETH,0xa53a6f67b3cd3d399b202e42960444e94b4f6949,3,1.5,1.0,1,1,0.380832,0.6667,3,1,1.0
ETH,0x4315706f57b388b3a0f6489f6f678bc181bfe9f3,218,1.9,1.014,2,1,944.544951,0.0183,90,1,0.0
ETH,0xa6a1a5470c5c085c64b7964ea22858fa41e0853d,4,1.33,1.0,1,1,0.721108,0.25,4,1,1.99
ETH,0xa16b70c9fc88a8f81f6bba83982558b357f0e27c,19,6.33,1.0556,2,1,0.573505,0.0,7,1,0.221
ETH,0xee475a9ed7387c04840ddaba9d1792ac1405dc30,19,3.17,1.1176,3,1,0.330224,0.3684,5,1,0.221
ETH,0xdc177bf25ff70686b637a85d2666143e6003c01f,26,5.2,1.0,1,1,0.264773,0.1538,6,1,0.221
ETH,0x521e3dfd346dddf7525027702a67c29a4b004133,2,2.0,1.0,1,1,0.002673,0.0,2,1,0.0105
ETH,0x8df835b80078bf8bfe7b7fc47529c7a9bb6e6fef,3,1.0,1.0,1,1,0.013199,0.0,3,0,0.026
ETH,0x87889e21f49ab9268f9cde668a482c6dbdb1f0f8,35,5.0,1.0294,2,1,0.965303,0.2286,6,0,0.221
ETH,0x7893deaa39d82f2c30eb70620d0d39088a01238b,7,1.4,1.0,1,1,0.420384,0.4286,7,1,0.226
ETH,0xd772e40bba316a89d44a927dee036bdf3d154836,33,6.6,1.1379,2,1,1.97789,0.1212,5,1,0.26
ETH,0xf7fbf040e3315c194648206ab38536698467e37f,6,2.0,1.0,1,1,4.488666,0.1667,5,1,0.469
ETH,0xf2e5d4f1668452bb3188b0ddf65ae8762522417e,25,6.25,1.087,2,1,2.120922,0.08,8,1,0.221
ETH,0x5ffeca1159b531e014345b834e4262c8495b604c,8,4.0,1.0,1,1,0.779004,0.125,4,1,0.47
ETH,0x114fdbbd7254ef68c824574638e5f6a355fe3a06,58,11.6,1.1837,3,1,0.560698,0.0345,10,1,0.4
ETH,0xa1299cfc0064d9efe90f0249e3d45746ee64703d,3,1.0,1.0,1,1,0.002283,0.3333,3,0,0.005
ETH,0x8f74565006a9e27aba72881a91e7e588620b24d1,59,8.43,1.0536,2,1,1.600739,0.322,8,1,0.38
ETH,0x3b04596aa915e2d808ce2be365199ab2424381aa,88,1.96,1.0476,2,1,0.224522,0.0,42,1,0.0
ETH,0x08314cb3f175165c0954ce2ce6e630275f1baeb8,6,1.0,1.0,1,1,68.779005,0.0,6,0,133.75143859
ETH,0x348d42ee402f11500573b17ad43a219fd44d8ed2,4,1.33,1.0,1,1,0.388699,0.0,3,0,0.23
ETH,0x545ad5d5b8a0c3c5e0d76208f146b8d3c062232d,7,3.5,1.0,1,1,0.634084,0.0,4,1,0.25
ETH,0x7af8513d30bd6ad670ceed51c1a64b737a709914,19,9.5,1.0,1,1,0.236431,0.3158,5,1,0.222
ETH,0x6e5c1b5024613c18d0075e268b969bf249326dde,4,1.0,1.0,1,1,23.530945,0.0,4,0,48.95753147
ETH,0x2ea505a00ea81d7a75f2349028ceea3e076062ce,49,12.25,1.0426,2,1,0.185977,0.551,5,1,0.222
ETH,0xf9398df3d9f20b4144dee761b1481a69b16f1d15,13,3.25,1.0,1,1,0.217616,0.0,4,0,0.201
ETH,0xc9e2087a1f15593a4b19fc440566ed58416003de,5,2.5,1.0,1,1,6.011741,0.0,3,1,10.99
ETH,0xf93246f9386e48281bccd0e4a9105538827e0e81,182,2.46,1.0341,5,1,0.264324,0.1648,73,1,0.0
ETH,0xba557d650bbeec3fda9930637ffa1bdb7c4ca75f,106,2.21,1.0192,2,1,1.583051,0.1038,56,1,0.0
ETH,0x718e8ceee6622cafec36bc155891ad4b3ee2c21d,16,1.07,1.0,1,1,0.425433,0.0,12,0,0.0
ETH,0xfe1b80ecc5704b9f7c059af0d3d52f4a25bd4b40,1282,3.22,1.0683,6,1,0.933281,0.0242,177,1,0.0
ETH,0x94594bd1d4bb56b43a56a096a914275419f192e7,94,1.68,1.0217,2,1,0.243688,0.0532,49,1,0.0
ETH,0x2aca777bd1dfa0b87468f22b561b24684b01a8d4,67,2.79,1.0,1,1,0.096302,0.0,37,1,0.01
ETH,0x959ef07d0b3d55c83dcf6324bb1a7f57e68c5936,437,3.19,1.0331,3,1,5.05837,0.0,141,1,0.0
ETH,0xe72cb9f5b712fb94bd1b8b9589c2bf80efdbae34,1956,4.89,1.0225,3,1,1.635046,0.0225,263,1,0.0
ETH,0x6756b6948552b285e7f3a03835515ddd70c02795,21,4.2,1.0,1,1,0.03608,0.1429,9,1,0.01
ETH,0x5b8019fe7feef436f0524f369dc8cbba2ecdbd68,142,7.1,1.0071,2,1,0.110871,0.0282,28,1,0.0
ETH,0x997ea0bd4b03e438e6273b6ed3ea4100b4e50988,16,2.29,1.0667,2,1,0.220101,0.1875,8,1,0.0
ETH,0x295dd46fbf445521b6fa0629792bdeb69f7c9476,513,2.55,1.0322,5,1,2.182177,0.039,153,1,0.0
ETH,0x29e0a3195a4a721a9938037f65b926b71496de20,829,4.17,1.0547,4,1,17.910647,0.1206,119,1,0.0
ETH,0x12a037f006209830bad16b503fa4a84921bae083,326,4.18,1.0062,2,1,11.59494,0.0951,40,1,0.0
ETH,0xe0b7b2403853e38d71007dd251303b25ec668cc1,159,3.24,1.053,4,1,0.783419,0.3019,67,1,0.0
ETH,0x52f33c78a429b363684293dd87b143cbdae95d06,100,1.75,1.0,1,1,0.78557,0.03,51,1,0.0
ETH,0xfa25defb21da1a19332225882e1e46b401f715df,136,4.0,1.0303,2,1,0.915827,0.2647,27,1,0.0
ETH,0x85312d6a50928f3ffc7a192444601e6e04a428a2,1086,2.6,1.0065,2,1,0.552055,0.2578,402,1,0.0
ETH,0x115532609e5d94059d5e32d8bad3bfc6a8fbe1e8,19,4.75,1.0,1,1,0.744983,0.0,9,1,0.0
ETH,0x35ee34238655e3c732ea51fc488eced41d877022,40,2.5,1.0,1,1,1.474393,0.075,19,1,0.0
ETH,0x33c9d7d2b10d231ce6c7a90adcb98ef61d090145,199,2.93,1.0642,2,1,0.517027,0.206,74,1,0.0
ETH,0x269fc692fb4e05f50ef882bb02d9498ff6a1aea9,41,2.56,1.0513,3,1,0.337689,0.3902,14,1,0.0
ETH,0xbaae676259d1b8e571d0bfb0ea2a6e2e4ab5e9a7,30,3.33,1.0345,2,1,0.058798,0.2,14,1,0.0
ETH,0x68d08a754cfd9c2c3040458fc17b352bfb8b24cb,2212,4.05,1.0409,6,1,0.637065,0.0389,349,1,0.0
ETH,0xdf10fcaf8233683480fc93c97498edf52cdde8a0,17,2.12,1.0,1,1,0.096991,0.0,6,1,0.0
ETH,0xa3d3ed2e944ed5d0578deecb395a4954db1f6be1,27,2.08,1.0385,2,1,0.464633,0.0,12,1,0.0
ETH,0x923f30e015a4d5dd98c9b48a7a3b3cfa193c5ae6,139,2.53,1.0373,3,1,0.082257,0.0576,47,1,0.0
ETH,0x2055c19ee930eb87fd2fc8c1a92977a4f5646560,128,3.66,1.0079,2,1,0.258579,0.0,33,1,0.0
ETH,0xa2552b64bb14acf36055b74ec846afe4a4e3a2f8,1513,3.19,1.0127,4,1,25.806023,0.082,193,1,0.0
ETH,0x6caab48b1b571a2d059e4abd8151ab2b7fad0470,14,1.56,1.0,1,1,0.013607,0.0,6,1,0.0
ETH,0xa77918c556cbc96898a3882ed6c55f596a3b0bb2,52,1.49,1.0,1,1,0.297557,0.0769,23,1,0.0
ETH,0x69ad9f5cc648ed5229b5a96138c6ecc5980209a8,225,5.36,1.0465,7,1,0.344569,0.0133,50,1,0.0
ETH,0xdd31ff903bd520af3d3d232089e3c7528cb3f196,362,3.69,1.0774,4,1,0.451355,0.0,117,1,0.0
ETH,0x3130f967f7e74341aa229cf9b00e48e5766eba88,60,4.0,1.0714,3,1,0.021134,0.0167,23,1,0.02
ETH,0xd81f6028509b1c38c48abd2e5ca6f28889ebbd4d,104,3.59,1.0,1,1,48.392616,0.1731,24,1,0.0
ETH,0xe583b23379b140dda92f1cf27baf2128fc6513a4,294,3.42,1.0103,3,1,0.516163,0.1156,184,1,0.0
ETH,0x5ec6e6c817990eb21f69a37905003b2a2fec5c3d,367,45.88,1.0055,3,1,1.31729,0.0,14,1,0.01
ETH,0x5d5e5c869dbd4018a8748b4ae0fbf487e1d0f69e,22,5.5,1.5714,4,1,0.069385,0.0909,13,1,0.0
ETH,0x556e03f5861b7908e7a83ecdc3d1296f7baa1fdc,79,2.47,1.0128,2,1,97.146539,0.1519,17,1,0.0
ETH,0xb741ce61359d6f43e89cd91672fbabe68ec9f204,119,1.86,1.0085,2,1,35.58814,0.1513,69,1,0.0
ETH,0x940619b86e4df59d55d7e276501db46158894c43,55,2.04,1.0377,2,1,20.680165,0.3273,33,1,1.0
ETH,0x87cbe4911b1033a5ae6f5473f71be3058b93efc3,161,5.55,1.0952,4,1,1.99576,0.3168,27,1,0.0
ETH,0x6a3e62b56bc48bd2a054ac4cc741bd43ee38ff36,81,13.5,1.0,1,1,1.414376,0.2716,8,1,0.1
ETH,0x4fe545fcec0edc5ce65e16725ca057e39821950f,6,2.0,1.0,1,1,0.89417,0.3333,2,0,1.0
ETH,0x839e8bb7b530c8233003b9a5423f81d902b54984,2,2.0,1.0,1,1,0.003536,1.0,2,1,1.005
ETH,0x94a7314e9806629c2f359d8de619faad4554f128,16,1.6,1.0,1,1,0.719088,0.5,13,1,0.0
ETH,0xe2cbcd9b44dac35096a751e3d6bfb8acbb81079f,3,3.0,1.0,1,1,0.565825,1.0,3,1,1.01
ETH,0x637fc87d0d282c370b7f543d9cbec759245f277d,37,2.31,1.0278,2,1,0.324689,0.2162,14,1,0.0
ETH,0xd91eff937bb6f47898664ba8a294fa012d431fb3,249,3.72,1.0,1,1,25.797114,0.0723,116,1,0.0
ETH,0x411b0bfdbe2916bd73297b0eb0e11f954669566e,181,1.71,1.0056,2,1,12.229131,0.0994,86,1,0.0
ETH,0x0c10dc478ca07b7506b040b7891b97a807b04628,14,7.0,1.0,1,1,10.020973,0.5714,8,1,0.0
ETH,0x17cf83828537004c1c3bebc16b6d5715ff1981e7,68,4.53,1.1724,8,1,13.885664,0.1176,8,1,0.01
ETH,0x239420ce4060379e96c3f6987f32a57a6bd7b9e1,25,4.17,1.0,1,1,0.71239,0.12,15,1,0.0
ETH,0x1b5f4b3cbff53245ae516b5475be336622dd5dc4,441,2.27,1.0185,2,1,0.125248,0.3016,143,1,0.0
ETH,0x5c42280ff8e8d6e352102dd03d2bd80ed25d76a4,19,2.38,1.1176,3,1,4.118283,0.2632,9,1,0.0
ETH,0x32a93668e60399c67df9808b8642f812375beadb,2956,47.68,1.1287,8,1,2.755204,0.1708,33,1,0.3
ETH,0x76b797e6951ef6744602a9e608f8325f189ee251,10,2.5,1.1111,2,1,0.611684,0.1,3,1,0.4942766223927088
ETH,0x322cf22b50ece56c1be25b58411690c9ba8848ae,10000,250.0,1.4622,21,1,0.051861,0.1465,10,1,0.000539417
ETH,0xa73cd3397dcb4ec611edbfda5e1705bae4856113,167,18.56,1.8764,4,1,0.095051,0.6527,8,1,8.0492667433577e-05
ETH,0x0b78908e1b393cba8a5ce2c5dd53d32b8601abc3,9,1.8,1.0,1,1,0.031289,0.0,5,1,7.8750004101562e-05
ETH,0x9e99639787f4f2f20ac8bed87bf794e979bc4f06,5,1.67,1.0,1,1,0.506019,0.0,2,1,0.0
ETH,0x658ac88c53cdddebc2abb03ecca6164019eb34f0,481,17.81,1.6877,12,1,0.06867,0.3846,16,1,0.0
ETH,0x7602543fb013b2e82fde25c0f10268865e372aa6,13,3.25,1.0,1,1,0.370297,0.0,7,1,0.0
ETH,0xaf829549f2ca8c1c44616737bee024fef3d67ec3,12,3.0,1.0,1,1,0.344497,0.0,3,1,0.01
ETH,0xece879307315e12236b2958b71fddb75aa753846,24,1.85,1.2,4,1,0.004477,0.0833,11,1,0.0
ETH,0x4d299adaa74902f929d701e03191a0220daeccb2,23,2.3,1.0,1,1,0.187903,0.0435,12,1,0.0
ETH,0x0c87a7abeb7effe72e2ebfbd91fbee8863dd6ab6,4,2.0,1.0,1,1,0.4811,0.0,3,1,0.995
ETH,0xffcbeb25e3fd420f5ea7ea9cc195a728c987daef,25,3.57,1.0417,2,1,0.186631,0.0,8,1,0.0
ETH,0x314db48713e9b3c10cbad74bc4dd6e0e738441f5,6,2.0,1.0,1,1,0.106193,0.1667,3,1,0.0
ETH,0x031c7d97763c27cd08d37f8dca9eb1c5cee1f467,104,2.42,1.0,1,1,0.045921,0.0962,23,1,0.0
ETH,0x1e945dac3d3a92f634a625b738e756fb64399511,103,4.68,1.0957,3,1,6.115945,0.3592,15,1,0.0
ETH,0x12bd5a47da36cfdbba31c9b7f5a0534c1ce233a9,152,2.76,1.0066,2,1,0.171573,0.0592,50,1,0.0
ETH,0xfe255b5885830118bbd649b657e8c9b5434eee97,13,4.33,1.0,1,1,0.495007,0.2308,4,1,0.0
ETH,0x1b863ed073a7cef16dc1ea0062571e553aa6817f,5,1.67,1.25,2,1,0.497507,0.6,2,1,0.0
ETH,0xec9e1601206cfddd5c2150c151b54e96d8552067,21,4.2,1.0,1,1,0.27232,0.381,4,1,0.0
ETH,0x1a50f2d9eead41b3643fe79032652396f01031d9,34,2.43,1.1333,4,1,0.344369,0.0882,12,1,0.0
ETH,0x1bb0638542e88bfaf8600672e69bcad3606c6e1f,11,2.75,1.0,1,1,0.44568,0.1818,3,1,0.0
ETH,0x30d4d6079829082e5a4bcaabf6887362527b8838,56,1.81,1.0,1,1,56.040839,0.2143,24,1,0.0
ETH,0x92775c6a8b89204cfb9c034f7f52ade470028db4,975,4.49,1.0506,4,1,0.291776,0.2636,58,1,0.0
ETH,0x22fbd6b63d3f78a7733c0b96145ca11db5c1c47d,14,2.33,1.0,1,1,0.013642,0.4286,3,1,0.015
ETH,0x3feecd3c2cb3bc3043fb4ba1e6b6358e1e6196d2,46,2.42,1.0,1,1,3.077555,0.3043,16,1,0.0
ETH,0xa4461ce63c956fff3637272da6738d3212312248,8,2.0,1.1429,2,1,0.662551,0.0,3,1,0.0
ETH,0xb53018ccc114a06dbe5e9a7c0ed8f63cca474631,19,1.73,1.0,1,1,0.503557,0.0526,5,1,0.0
ETH,0x3c359dad3810a15411842ec416320eb0eb0674cc,8,1.14,1.0,1,1,1.275466,0.125,6,1,0.0
ETH,0xcd56cd3b5fc78a76f0193ca8e529470c60b1321c,43,4.3,1.1622,3,1,1.163772,0.1395,7,1,0.0
ETH,0x533a99a1292c7ddb74621bf288f50fa34d42c79e,219,2.77,1.0186,3,1,4.337586,0.0868,47,1,0.0
ETH,0xb317b207f95356bb089b8b2c9aaac90852c02433,9,1.8,1.0,1,1,0.419039,0.2222,4,1,0.0
ETH,0x27b257bead5f844c67eefecf6432bba98a99dd0d,9,1.8,1.0,1,1,0.418524,0.2222,4,1,0.0
ETH,0x753a93c0203b2e5002cf8d53a3fc831f73dca5e1,186,8.45,1.022,2,1,3.990035,0.2688,19,1,0.0
ETH,0x5bb26ea2fa944121f2c2ba32bdbb71df4e19d3c3,8,4.0,1.0,1,1,0.464226,0.25,3,1,1.0
ETH,0x61c32d42000e5f09a3316d266535b7c3bf18b43a,6,2.0,1.0,1,1,0.492845,0.0,3,1,0.0
ETH,0x0401c400cf98a1be4b6a6d63fe0f986fe9c80a18,19,2.11,1.0556,2,1,0.953746,0.0526,10,1,0.20494609383924858
ETH,0x6d623da6931cd2bbd45b9abed37c100c229715b7,18,4.5,1.125,2,1,1.222327,0.0556,6,1,0.0
ETH,0x06a666fe39967bfd12ec1dea20755fd100498173,4,2.0,1.0,1,1,0.532625,0.0,2,1,1.0
ETH,0xa25c9b1e62ed5e6224e870f21ab7e0dddec0c5e0,13,2.6,1.1818,3,1,0.361798,0.2308,5,1,0.0
ETH,0x3f995516ffa960eb2f1fc7545af48d92404280a1,5,2.5,1.0,1,1,0.688521,0.0,3,1,1.0
ETH,0xc7fcaa2c178121df0493beca1452799b7ebec57e,345,1.41,1.0058,2,1,11.84565,0.2667,78,1,0.0
ETH,0xbca7bd9105ed885ccb4776a89695d4ef0e125e33,10,3.33,1.0,1,1,0.527878,0.0,5,1,1.0
ETH,0x6931db98cb468cdd2775e879e3075eb70deb87e0,21,1.91,1.0,1,1,1.779301,0.2857,12,1,0.0
ETH,0x8b390db621842edb02f922b9c21df12168e4fd93,18,4.5,1.2857,3,1,0.520174,0.2778,3,1,0.0
ETH,0x2bf25a0d8fbb5eb5c5cd060d6df1868a653c234e,26,5.2,1.0,1,1,1.164133,0.0,8,1,0.0
ETH,0x6b9e7c45622832a12f728ca87e23fa3a6b512fe2,48,3.2,1.0213,2,1,2.145434,0.1042,10,1,0.0
ETH,0x9b58f7162ddddad7c3e359605666742e94580f4c,10,2.0,1.0,1,1,0.418661,0.3,4,1,0.0
ETH,0xf0e007c6e284121b79fc62b82e6a4a0f0c99f051,120,3.53,1.0,1,1,1.892304,0.025,39,1,0.1
ETH,0x1256ff8c9fd5b0f97cbbb42e9c28a06ad6336c40,12,2.4,1.0,1,1,0.383315,0.1667,5,1,0.0
ETH,0x16d5d3045405ba114bf597016e0c200b3aea2d97,18,3.0,1.0588,2,1,0.352177,0.4444,6,1,0.0
ETH,0x46b3ee3361ce234b6d26c5e23eaf189c533e5dfe,11,1.83,1.0,1,1,0.407955,0.1818,5,1,0.0
ETH,0x1515c2ecfb70a6a4c93736d52c9c5078896c3002,10,1.67,1.0,1,1,0.436774,0.3,5,1,0.0
ETH,0x6851f9ae368a489689983967d232bb9d466e4e9c,4,2.0,1.0,1,1,0.031606,0.0,3,1,0.06
ETH,0x7ede0c1a941a5ac966d0e71bca9fa6a1a692d736,46,2.56,1.0,1,1,0.56181,0.3696,12,1,0.0
ETH,0x265af3b2c2bb26dfd3a766cfc99b189b6ddf3656,13,2.6,1.0833,2,1,0.144247,0.3077,2,1,0.0
ETH,0xacc02938f08a02e1480c1f62b4fd96ab4be0d7eb,15,3.0,1.0714,2,1,0.467683,0.2,3,1,0.0
ETH,0x54ecd8acf4e0dd2ef4c4efd5eca1a11ffa13a29b,10,2.0,1.0,1,1,0.118087,0.3,6,1,0.0
ETH,0xf8aed8477ce96de33274f20d621c542020eeb6d0,34,1.42,1.0,1,1,23.661345,0.2941,26,1,0.0
ETH,0xde83dbba7362651eaaf0de9a7c1040098aeeb4f9,9,3.0,1.2857,2,1,0.206946,0.2222,2,1,0.0
ETH,0x1eeabbf0afcca4f0d5492ae9c6d0076f11ff4635,8,4.0,1.1429,2,1,0.256622,0.25,2,1,0.01
ETH,0x5adbf1c099b6ac8fdf9806bcb9715fd7f109ab1d,6,1.5,1.0,1,1,0.430219,0.1667,5,1,0.8
ETH,0x76a57f2d7cd4e6441e45a2a793d4fe52b9e73850,6,2.0,1.0,1,1,0.378547,0.1667,4,1,0.0
ETH,0x0cf0698955123303a9a36ce470552c8d10ee6198,23,1.77,1.0,1,1,0.718644,0.1304,12,1,0.0
ETH,0x06a9ce1f84fd5c3a590eb78c6155c641582254a6,26,1.62,1.04,2,1,1.020929,0.3462,11,1,0.0
ETH,0x4cd9e6f12b95285a98d09e45818a1431f58bc82c,10,2.0,1.0,1,1,0.040855,0.4,3,1,0.0
ETH,0x4d57034461b8e2497db69a5cd3f6800bc08e5216,16,3.2,1.0,1,1,0.898119,0.3125,7,1,0.0
ETH,0x112cb62b685b4eb500cdd2784df5f4ad90fb6d31,3,1.5,1.0,1,1,0.005986,1.0,2,1,0.013
ETH,0x28448c62969f5c133da8a03d5b299ae407a8294d,10,2.5,1.25,3,1,0.097112,0.2,2,1,0.003
ETH,0x1a4a8a953b5e502ae945c134f7f52e05f2b5c6db,26,4.33,1.1304,4,1,0.789339,0.1923,9,1,0.0
ETH,0x1966ac773865b23229bd89189b04087f2e90b148,9,1.5,1.0,1,1,0.423831,0.2222,5,1,0.0
ETH,0x87f823bf14e64b8e89479d688eace53fc5b08626,229,8.18,1.0223,4,1,0.09447,0.1092,30,1,0.0
ETH,0x2889061e232375aa496a35c7d51bc30140624b91,6,1.2,1.0,1,1,0.009568,0.0,4,1,0.0
ETH,0xd142740460e96aafa069cefcc1fa4349aa6cec6c,6,1.2,1.0,1,1,0.008233,0.1667,4,0,0.02
ETH,0x79dae52ed1bd3be1461371cae0a080941f5266ad,65,9.29,1.0833,3,1,0.027467,0.0615,4,1,0.0
ETH,0xf3105cff393f4b87931c8587a3a952aebf4a5c0b,78,5.57,1.1304,3,1,0.160756,0.1538,14,1,0.0
ETH,0x3e52ea73c0cfbed1a5f9ed1d260546ece8db5a39,36,3.6,1.2,3,1,0.474598,0.5,9,1,0.01
ETH,0x6cf404db466dd83dc0f0b7be672798a4ab709aaa,53,3.53,1.0192,2,1,1.251227,0.3774,14,1,0.0
ETH,0xa231308533006d39e1e92fc7683f495221dea449,55,2.04,1.0,1,1,0.302799,0.2,25,1,0.0
ETH,0x8806c94f2532c8941159b273284062cc1deb2d32,9,2.25,1.0,1,1,0.055364,0.0,4,1,0.186
ETH,0x29843b231fc07dcbfa2e2de3dba40808e6e8f4c5,14,1.56,1.0,1,1,1.414913,0.2143,9,1,0.0
ETH,0xe80b69eb0d5ce8c68588ad88afbdd4fc78ef8f12,6,1.5,1.0,1,1,0.327972,0.1667,2,1,0.6
ETH,0x6f77374baf321cf8f59e9e3220bb986f3a2e13b4,17,2.43,1.2143,4,1,0.649251,0.2353,4,1,0.0
ETH,0x7b438f245ecbc894e6c8f6e277116efbba0a9ef8,11,1.83,1.0,1,1,0.921503,0.0,4,1,0.0
ETH,0x38fb366005a14925b3d9f5321c6c096392ea7e1e,148,4.48,1.1128,5,1,1.273562,0.0811,22,1,0.0
ETH,0x673ca84ec204da835fb0e58353f0a5f3f7f1dad3,91,1.9,1.0,1,1,1.829627,0.1319,42,1,0.0
ETH,0xe54c005c9ef185cfe70209ad825301f9a84534a8,5,1.67,1.0,1,1,0.498758,0.0,3,1,1.0
ETH,0x3d3b33b8f50ab9e8f5a9ff369853f0e638450adb,10000,232.56,4.4683,85,1,0.024838,0.1177,32,1,0.0
ETH,0xf7b844a29d51f263c1c2b5e8d6c36bb691ff70fa,23,1.35,1.0,1,1,1.78282,0.3478,9,1,0.0
ETH,0x2ae81006251c91c1b746b652f95c4cf802a56e1c,6,2.0,1.0,1,1,0.011777,0.0,2,1,0.0
ETH,0xf8e7ced72ed5a1f289c068e6990931e3e6354b71,811,2.51,1.0331,5,1,1.984096,0.164,386,1,0.0
ETH,0xafec8bf63c22699ca9c07c48c44150bc92a666cb,115,4.6,1.055,4,1,0.812846,0.2348,40,1,0.0
ETH,0x424934058ff7f2261e17063ff6d0a26c63bc8754,38,1.41,1.0556,3,1,0.526793,0.1316,16,1,0.0
ETH,0x63b4a922c0d94d65d3d7ede0048668f8dfa7b5de,125,4.63,1.0081,2,1,2.428417,0.112,22,1,0.0
ETH,0x89b1ec3329c5d004481227fd43c26f98c2a1743b,9,1.5,1.0,1,1,0.199988,0.1111,3,1,0.0
ETH,0x0e4646fa75245b4c8d201d65ea94551fd90f3eb8,35,3.89,1.4583,9,1,0.304459,0.0857,5,1,0.0
ETH,0x83c467a1a370a7544a816b70814561faccd59cfd,8,2.0,1.0,1,1,0.443651,0.0,3,1,0.0
ETH,0x9f2a0b0174c2ba9a9b01aba9f13ae14a0fa04099,15,5.0,1.3636,3,1,0.243885,0.0,3,1,0.10016523969163373
ETH,0x0444889bbddf8b3aefedb15816a3a6e058bbf80e,15,5.0,1.25,3,1,0.244275,0.0,3,1,0.1002032938775481
ETH,0xa8a61af97fab3fa8ea201af1749f7f410684b3f7,15,5.0,1.1538,3,1,0.245789,0.0,3,1,0.10009880835808768
ETH,0x1b5b4a30331d739f293217e41206e2ca94127875,16,5.33,1.3333,4,1,0.238138,0.0625,3,1,0.10006165125868778
ETH,0xcf7f8eba06e7fd8dfac1e3f615b6abfb9d9b8842,20,6.67,1.1111,2,1,0.92062,0.0,8,1,0.0
ETH,0x3c382f7ca724c7d894927c449c183ceae6605611,10,1.67,1.0,1,1,0.335894,0.0,5,1,0.52
ETH,0x1465780e1107eb9ae3e9f9882712df89b880bfb8,27,5.4,1.4211,8,1,0.274702,0.0,6,1,0.0
ETH,0x499d98c037e452974422ee2c8af1a4e925ca3e5c,32,6.4,1.0667,2,1,0.383317,0.0,8,1,0.0
ETH,0x95cc922cf8a123642549c0b190b1b981b8fa3eba,4,1.33,1.0,1,1,0.528109,0.0,3,1,1.01
ETH,0xff287a225ecfea8b16a6461e483043fdcb9a6769,5,1.67,1.0,1,1,0.203647,0.0,4,1,0.3933903741515355
ETH,0xecfb6d1b6904bb9a8c2649ebaee77652f2bfeb3c,33,5.5,1.0,1,1,0.252376,0.0909,4,1,0.9994645223470016
ETH,0x109c1a93948f3eacb4f78104bbc48e0ff654c81d,117,5.32,1.2188,6,1,0.191006,0.3846,27,1,0.0
ETH,0xb6a47a28f10198a9b360d6f8ddb40e040904fe81,8,2.67,1.0,1,1,0.215367,0.0,3,1,0.0
ETH,0xf69f0cbb7409f32ad78fe4b0d5a17179d08090c4,38,2.53,1.0,1,1,0.929174,0.2105,11,1,0.0
ETH,0xe3cb7b0be343c1119d319fdcf356e3b9db8e8096,240,3.53,1.086,4,1,0.519951,0.2583,44,1,0.0
ETH,0x6509068da8b48d97edf4fa0b6efda8e25dac54ae,2176,6.33,1.014,3,1,49.514587,0.2059,406,1,0.0
ETH,0x0f57b28dfcd6c5c56e5486b14b566c905f706107,3,1.5,1.0,1,1,0.600352,0.0,2,1,1.2
ETH,0x60f59a403c984e9b50ba17bdd8e035b20ebca01c,226,8.69,1.032,7,1,0.191802,0.1549,26,1,0.000129
ETH,0x823762c65853ae394f70d845ca35008097844085,4,2.0,1.0,1,1,0.015983,0.0,2,0,0.000180079900174679
ETH,0x1ef179d4413daf6d840800519d778e6d5242971a,2,2.0,1.0,1,1,0.004245,0.0,2,1,0.015
ETH,0x279fe4d7f59ec38049a1120d274010da40a8ec9a,58,3.22,1.0545,3,1,5.185041,0.2414,29,1,0.0
ETH,0x369a280fd6bf54f495458fb38d90f3cd3d879d1f,14,2.8,1.0,1,1,0.349897,0.0714,4,1,0.01
ETH,0xc9a566f6866881296d11c26526a37e4e20c1ddc7,52,5.78,1.0612,3,1,2.443512,0.2115,12,1,0.0
ETH,0x487283ac3ed022ab5a44c6d6ab11b1f4812ecafa,8,8.0,1.0,1,1,0.044832,0.0,3,1,0.01
ETH,0xd94e902117fa9340c106cd76040606c711a94314,4,2.0,1.0,1,1,0.048757,0.0,2,1,0.01
ETH,0x78a63f7668fcff585146820f99eee218b3e8edba,10,2.5,1.0,1,1,0.413139,0.0,7,1,0.035
ETH,0x83281b0a73350aace4f277a9b74076d29236d447,9,2.25,1.0,1,1,0.449157,0.1111,3,1,0.0
ETH,0x8fa0764fd34cdd15ded68ee308c0f3fab84f2ffc,285,2.88,1.0106,3,1,5.873093,0.0947,113,1,0.0
